positive,negative,neutral,other,class,class_name
0.09992009401321411,0.007655336055904627,0.8861193060874939,0.006305184680968523,3,neutral
0.9609622955322266,0.0014140695566311479,0.028726020827889442,0.008897697553038597,1,positive
0.7418063282966614,0.0035298606380820274,0.24490414559841156,0.009759604930877686,1,positive
0.6323662996292114,0.005108707118779421,0.3509517014026642,0.011573288589715958,1,positive
0.8831262588500977,0.0030312465969473124,0.10174287855625153,0.012099521234631538,1,positive
0.8679951429367065,0.0025037373416125774,0.11859182268381119,0.010909230448305607,1,positive
0.756030797958374,0.004380576778203249,0.22660735249519348,0.01298124436289072,1,positive
0.33691155910491943,0.00871928222477436,0.6411097049713135,0.01325935684144497,3,neutral
0.7502501606941223,0.006647415459156036,0.206314817070961,0.03678760677576065,1,positive
0.8630905151367188,0.002978927455842495,0.12216867506504059,0.011761925183236599,1,positive
0.8993354439735413,0.0025511523708701134,0.08751500397920609,0.01059840340167284,1,positive
0.05374163016676903,0.007965700700879097,0.9339459538459778,0.004346771631389856,3,neutral
0.6716914176940918,0.004206336569041014,0.31430408358573914,0.009798122569918633,1,positive
0.9020018577575684,0.002366486703976989,0.08312727510929108,0.012504461221396923,1,positive
0.42531484365463257,0.005980976857244968,0.5569824576377869,0.01172176469117403,3,neutral
0.9540601372718811,0.0011488987365737557,0.03923176974058151,0.00555920647457242,1,positive
0.357016921043396,0.010574215091764927,0.6148815155029297,0.017527300864458084,3,neutral
0.7556416988372803,0.003416304709389806,0.2311113178730011,0.009830699302256107,1,positive
0.6676492094993591,0.014020473696291447,0.21893224120140076,0.09939800202846527,1,positive
0.9343061447143555,0.0017291250405833125,0.05645803362131119,0.007506662048399448,1,positive
0.9118202924728394,0.002099884208291769,0.07832614332437515,0.007753669284284115,1,positive
0.4470837712287903,0.012646768242120743,0.5194113254547119,0.020858196541666985,3,neutral
0.8603713512420654,0.0027596878353506327,0.1264461874961853,0.010422822088003159,1,positive
0.5377896428108215,0.005245562642812729,0.4467647075653076,0.010200080461800098,1,positive
0.7789618372917175,0.003588047344237566,0.20595449209213257,0.011495644226670265,1,positive
0.9468827843666077,0.0015549400122836232,0.04455103352665901,0.007011250592768192,1,positive
0.9235431551933289,0.0018938870634883642,0.06625750660896301,0.008305445313453674,1,positive
0.6559731364250183,0.00707760127261281,0.3182663917541504,0.01868295669555664,1,positive
0.9015729427337646,0.0019574128091335297,0.08966667205095291,0.0068030087277293205,1,positive
0.6501256823539734,0.005548741202801466,0.329680860042572,0.014644710347056389,1,positive
0.8145676255226135,0.0038929558359086514,0.1662207841873169,0.015318647027015686,1,positive
0.3226439654827118,0.005425755400210619,0.6634576320648193,0.008472700603306293,3,neutral
0.370588481426239,0.00786678958684206,0.609138548374176,0.012406130321323872,3,neutral
0.722140371799469,0.004247370176017284,0.2616247236728668,0.011987543664872646,1,positive
