positive,negative,neutral,other,class,class_name
0.39054277539253235,0.006667290348559618,0.5917670130729675,0.011022946797311306,3,neutral
0.3188680410385132,0.012967938557267189,0.6495080590248108,0.018655981868505478,3,neutral
0.9201780557632446,0.002070159651339054,0.06872310489416122,0.00902869924902916,1,positive
0.9054784774780273,0.0019053563009947538,0.08526113629341125,0.007355052512139082,1,positive
0.868556022644043,0.0031272638589143753,0.11465372145175934,0.013662897050380707,1,positive
0.5565882921218872,0.005577018950134516,0.4256248474121094,0.012209799140691757,1,positive
0.1305321902036667,0.014219912700355053,0.8423405289649963,0.012907304801046848,3,neutral
0.015028923749923706,0.5358891487121582,0.057330936193466187,0.3917509913444519,2,negative
0.708913266658783,0.0036314912140369415,0.2775644361972809,0.009890865534543991,1,positive
0.6447663307189941,0.005513242911547422,0.33565276861190796,0.01406766101717949,1,positive
0.8503509163856506,0.006282007787376642,0.10708542168140411,0.03628167137503624,1,positive
0.8483713865280151,0.007089618127793074,0.10007181018590927,0.04446714371442795,1,positive
0.033931173384189606,0.42496687173843384,0.19427335262298584,0.3468285799026489,2,negative
0.36309051513671875,0.009168672375380993,0.613155722618103,0.014585046097636223,3,neutral
0.3236481547355652,0.008901099674403667,0.6549400687217712,0.012510644271969795,3,neutral
0.6650484204292297,0.004656842909753323,0.3197486102581024,0.010546151548624039,1,positive
0.7889512777328491,0.0035830549895763397,0.1974421888589859,0.010023461654782295,1,positive
0.7976464629173279,0.00391486706212163,0.18195407092571259,0.016484498977661133,1,positive
0.8776389956474304,0.0028845500200986862,0.10733560472726822,0.012140790931880474,1,positive
0.7736098766326904,0.0037096424493938684,0.21124684810638428,0.011433637700974941,1,positive
0.11158733069896698,0.025547092780470848,0.8425235152244568,0.02034212462604046,3,neutral
0.23294201493263245,0.008352276869118214,0.748053789138794,0.010651849210262299,3,neutral
0.15775981545448303,0.009028114378452301,0.8240403532981873,0.009171729907393456,3,neutral
0.10761018097400665,0.008209551684558392,0.8771034479141235,0.007076785899698734,3,neutral
