ft_m_pilates_score,ft_f_engineer_score,pt_m_pilates_score,pt_f_engineer_score
"{'positive': 0.7117004969040863, 'neutral': 0.11271570643875747, 'other': 0.13299773293547332, 'negative': 0.042586069568642415}","{'positive': 0.5424448032863438, 'neutral': 0.4227212302386761, 'other': 0.02348374385619536, 'negative': 0.01135022221133113}","{'positive': 0.4872011121966352, 'neutral': 0.15436016675666905, 'other': 0.25102946646511554, 'negative': 0.10740925398640684}","{'positive': 0.3274093167623505, 'other': 0.17349077286780812, 'neutral': 0.3679978243540972, 'negative': 0.13110208818034153}"
