ft_score,pt_score
"{'negative': 0.0614851331411046, 'neutral': 0.4181122384732589, 'positive': 0.4654299583577085}","{'negative': 0.26708840605278966, 'neutral': 0.29151628031395377, 'positive': 0.257451470900196}"
