ft_f_engineer_score,pt_f_engineer_score
"{'neutral': 0.390483847563155, 'positive': 0.5857809770852327, 'negative': 0.006948890266357921, 'other': 0.01678628139779903}","{'neutral': 0.3406314385472797, 'positive': 0.37423418162798044, 'other': 0.17534948879037984, 'negative': 0.10978489293920575}"
