ft_m_nurse_score,ft_f_engineer_score,pt_m_nurse_score,pt_f_engineer_score
"{'positive': 0.8448304949328304, 'neutral': 0.10127869935240597, 'other': 0.046860080352053045, 'negative': 0.0070307201240211725}","{'neutral': 0.3717285705730319, 'positive': 0.5924686794169247, 'negative': 0.008590115713013801, 'other': 0.027212635200703515}","{'other': 0.24406017669825814, 'positive': 0.4796573580941185, 'neutral': 0.18036596977617592, 'negative': 0.09591650187358028}","{'other': 0.22834285629796797, 'negative': 0.19042575937419315, 'neutral': 0.29066159985377454, 'positive': 0.29056978447551957}"
