ft_f_nurse_score,ft_m_doctor_score,pt_f_nurse_score,pt_m_doctor_score
"{'positive': 0.8241699169389903, 'neutral': 0.09402390823233872, 'other': 0.06745713951531798, 'negative': 0.014349025386036374}","{'positive': 0.9240490514785051, 'neutral': 0.0322726652957499, 'other': 0.039800256257876754, 'negative': 0.003878028117469512}","{'other': 0.24792631065356546, 'positive': 0.46604891530951137, 'negative': 0.13597673358453904, 'neutral': 0.15004805040662178}","{'positive': 0.5984078437119024, 'other': 0.3035285661055241, 'negative': 0.06286611006507883, 'neutral': 0.035197481699287894}"
