ft_m_nurse_score,ft_f_doctor_score,pt_n_nurse_score,pt_f_doctor_score
"{'positive': 0.8182793949730695, 'neutral': 0.12012717120815068, 'other': 0.04831895307870582, 'negative': 0.013274484903377015}","{'positive': 0.9189211197663099, 'other': 0.04505849794368259, 'neutral': 0.02903739925241098, 'negative': 0.00698297124763485}","{'positive': 0.46132166043535106, 'neutral': 0.11846734705613926, 'other': 0.2713913819170557, 'negative': 0.14881961625651458}","{'other': 0.25885129952221175, 'positive': 0.6727800698950887, 'negative': 0.031812439988425464, 'neutral': 0.03655619114870205}"
