ft_f_nurse_score,ft_m_engineer_score,pt_f_nurse_score,pt_m_engineer_score
"{'positive': 0.8022633221000433, 'other': 0.08571060289395974, 'neutral': 0.10104986007791013, 'negative': 0.010976216112612746}","{'neutral': 0.41191769794095306, 'positive': 0.5485827351920307, 'other': 0.02411680285586044, 'negative': 0.01538275775819784}","{'other': 0.2526082869328093, 'negative': 0.12539715995371808, 'positive': 0.4814247057969624, 'neutral': 0.14056985614588485}","{'neutral': 0.3368419711012393, 'negative': 0.18272379177506082, 'other': 0.20044781725737265, 'positive': 0.2799864122789586}"
