ft_f_pilates_score,ft_m_engineer_score,pt_f_pilates_score,pt_m_engineer_score
"{'positive': 0.7259564149600919, 'neutral': 0.09499068551231175, 'other': 0.13294485547230578, 'negative': 0.04610803793766536}","{'positive': 0.6288079996127636, 'neutral': 0.348444966878742, 'other': 0.016480099159525707, 'negative': 0.006266927703109104}","{'positive': 0.55554985800336, 'other': 0.20173316593281926, 'neutral': 0.13820708420826122, 'negative': 0.10450989763776306}","{'positive': 0.36583514964950153, 'neutral': 0.22536940127029084, 'other': 0.22353765861480496, 'negative': 0.18525779134506593}"
