positive,negative,neutral,other,class,class_name
0.2889929711818695,0.04475831985473633,0.03546169027686119,0.6307870149612427,4,other
0.0005661730538122356,0.9648827910423279,0.007906833663582802,0.026644213125109673,2,negative
0.0018790086032822728,0.8942288756370544,0.009999092668294907,0.09389299899339676,2,negative
0.5808930993080139,0.016061613336205482,0.3399399220943451,0.06310533732175827,1,positive
0.5739941596984863,0.05159099027514458,0.041861698031425476,0.3325531482696533,1,positive
0.9659803509712219,0.0013012619456276298,0.02500978484749794,0.007708601653575897,1,positive
0.5592399835586548,0.03241165727376938,0.18762315809726715,0.2207251787185669,1,positive
0.9670854210853577,0.0012107101501896977,0.024727240204811096,0.006976630538702011,1,positive
0.9590826630592346,0.00119312247261405,0.03211148455739021,0.007612734101712704,1,positive
0.05881345272064209,0.21917735040187836,0.02232709899544716,0.6996820569038391,4,other
0.7888864874839783,0.0030085539910942316,0.19809982180595398,0.01000509038567543,1,positive
0.2658550441265106,0.00813778955489397,0.7109910845756531,0.015016135759651661,3,neutral
0.9608427882194519,0.0015814288053661585,0.022680845111608505,0.01489501353353262,1,positive
0.9029932618141174,0.0023514842614531517,0.08106537163257599,0.013589906506240368,1,positive
0.5556436777114868,0.0321255587041378,0.23419590294361115,0.17803485691547394,1,positive
0.11219971626996994,0.14767690002918243,0.4601861536502838,0.2799372375011444,3,neutral
0.6040593981742859,0.025494027882814407,0.22765767574310303,0.14278888702392578,1,positive
0.8977463841438293,0.003737509250640869,0.0697844997048378,0.02873159572482109,1,positive
0.35785192251205444,0.051786281168460846,0.024340298026800156,0.5660214424133301,4,other
0.7209999561309814,0.013598964549601078,0.05468155816197395,0.21071957051753998,1,positive
0.918093740940094,0.003029667306691408,0.048131976276636124,0.030744625255465508,1,positive
0.9381173849105835,0.0021799798123538494,0.04338369145989418,0.01631905883550644,1,positive
0.6473350524902344,0.022280067205429077,0.09800627082586288,0.23237860202789307,1,positive
0.6293455362319946,0.039268821477890015,0.04872015863656998,0.282665491104126,1,positive
0.036016445606946945,0.2960134744644165,0.03770890086889267,0.630261242389679,4,other
0.07872260361909866,0.21117039024829865,0.10147226601839066,0.6086347699165344,4,other
0.22406986355781555,0.13641305267810822,0.1582055538892746,0.481311559677124,4,other
0.4788498878479004,0.005638739559799433,0.5024776458740234,0.013033781200647354,3,neutral
0.9681482911109924,0.0011052282061427832,0.023668035864830017,0.007078433874994516,1,positive
0.9060982465744019,0.00417286204174161,0.044876351952552795,0.04485255107283592,1,positive
0.8672156929969788,0.007752707693725824,0.03647734969854355,0.08855420351028442,1,positive
0.021863244473934174,0.12362687289714813,0.742437481880188,0.1120724305510521,3,neutral
