positive,negative,neutral,other,class,class_name
0.5315055847167969,0.027596531435847282,0.02253827638924122,0.418359637260437,1,positive
0.3530764579772949,0.0534103661775589,0.04261256381869316,0.5509005784988403,4,other
0.17823736369609833,0.12126968801021576,0.029560644179582596,0.6709322929382324,4,other
0.9370177984237671,0.002208466175943613,0.046195607632398605,0.014578129164874554,1,positive
0.36838796734809875,0.04698801413178444,0.042553916573524475,0.5420700907707214,4,other
0.3343167304992676,0.065317802131176,0.024721283465623856,0.5756441950798035,4,other
0.5099601149559021,0.02612830512225628,0.038372259587049484,0.42553940415382385,1,positive
0.8156338334083557,0.010136911645531654,0.033686310052871704,0.1405428946018219,1,positive
0.9166003465652466,0.004623498767614365,0.022327354177832603,0.05644882470369339,1,positive
0.7425934076309204,0.012734606862068176,0.05868826061487198,0.18598368763923645,1,positive
0.4715381860733032,0.03503367304801941,0.03656153008341789,0.4568665325641632,1,positive
0.022641699761152267,0.5792698264122009,0.016981707885861397,0.38110682368278503,2,negative
0.3709752559661865,0.038375116884708405,0.026535049080848694,0.5641145706176758,4,other
0.9167830348014832,0.004222729243338108,0.025899244472384453,0.053095053881406784,1,positive
0.9629872441291809,0.0012112524127587676,0.028358176350593567,0.007443312089890242,1,positive
0.8367478251457214,0.01014514360576868,0.03057079017162323,0.12253621965646744,1,positive
0.46576255559921265,0.030825933441519737,0.02616099826991558,0.47725042700767517,4,other
0.5988187193870544,0.03183067589998245,0.035975441336631775,0.3333752453327179,1,positive
0.9739394783973694,0.0011861773673444986,0.014483312144875526,0.010391099378466606,1,positive
0.9634981751441956,0.0014779561897739768,0.019450349733233452,0.015573622658848763,1,positive
0.9588657021522522,0.0017757711466401815,0.023072753101587296,0.01628568209707737,1,positive
0.8778141736984253,0.0037264390848577023,0.09913883358240128,0.019320551306009293,1,positive
0.0429685115814209,0.23067675530910492,0.014606673270463943,0.7117480635643005,4,other
0.9579100608825684,0.001549948356114328,0.030153362080454826,0.010386700741946697,1,positive
0.4332432448863983,0.03632274642586708,0.03287762403488159,0.4975564181804657,4,other
0.9207583665847778,0.003562222933396697,0.027547933161258698,0.04813149943947792,1,positive
0.11695661395788193,0.10418055206537247,0.031260304152965546,0.7476025223731995,4,other
0.6207125782966614,0.02336926758289337,0.033307526260614395,0.3226105868816376,1,positive
0.8023170232772827,0.015036645345389843,0.018526865169405937,0.1641194373369217,1,positive
0.9666494131088257,0.0013019944308325648,0.01932396925985813,0.012724597938358784,1,positive
0.4907322824001312,0.04219476506114006,0.09589587897062302,0.3711771070957184,1,positive
0.30633655190467834,0.0706038549542427,0.04134700447320938,0.581712543964386,4,other
0.4280286729335785,0.08579620718955994,0.04373585060238838,0.4424392879009247,4,other
0.663523256778717,0.024992244318127632,0.0556858628988266,0.2557986378669739,1,positive
0.5520618557929993,0.022057099267840385,0.047141723334789276,0.37873929738998413,1,positive
0.3918515145778656,0.06352098286151886,0.037684958428144455,0.5069425106048584,4,other
0.9474947452545166,0.0014250279637053609,0.04116610810160637,0.009914141148328781,1,positive
0.8431358337402344,0.008328045718371868,0.03779546171426773,0.11074073612689972,1,positive
0.7919842600822449,0.011155770160257816,0.023124398663640022,0.17373551428318024,1,positive
0.9687512516975403,0.0014641013694927096,0.013586826622486115,0.01619783602654934,1,positive
0.7907987236976624,0.0143460463732481,0.036784447729587555,0.15807081758975983,1,positive
0.6934512257575989,0.023347632959485054,0.030635669827461243,0.25256553292274475,1,positive
