positive,negative,neutral,other,class,class_name
0.9653642773628235,0.001302941469475627,0.02003840170800686,0.013294395990669727,1,positive
0.015663446858525276,0.6736427545547485,0.03564954921603203,0.27504420280456543,2,negative
0.42880791425704956,0.06319737434387207,0.1684522181749344,0.3395424485206604,1,positive
0.0936402827501297,0.13433261215686798,0.0583985336124897,0.7136285305023193,4,other
0.33507105708122253,0.0506923608481884,0.0958053469657898,0.5184312462806702,4,other
0.27782532572746277,0.08208569139242172,0.05634373053908348,0.5837452411651611,4,other
0.03821869567036629,0.2671363353729248,0.037578705698251724,0.6570662260055542,4,other
0.8997748494148254,0.002113600028678775,0.08836865425109863,0.00974292866885662,1,positive
0.9714615345001221,0.0009685816476121545,0.02076909691095352,0.006800737697631121,1,positive
0.5263013243675232,0.033834438771009445,0.0633133128285408,0.37655097246170044,1,positive
0.010238658636808395,0.6460903882980347,0.0433206632733345,0.3003503382205963,2,negative
0.3097243905067444,0.10038062185049057,0.17186203598976135,0.4180329442024231,4,other
0.5764330625534058,0.00852876901626587,0.38641974329948425,0.02861833944916725,1,positive
0.26942121982574463,0.061727676540613174,0.054242268204689026,0.6146088242530823,4,other
0.03608742356300354,0.30323636531829834,0.030087031424045563,0.6305891871452332,4,other
0.8324345946311951,0.009658467024564743,0.030929986387491226,0.12697693705558777,1,positive
0.44442668557167053,0.03735852614045143,0.10099752247333527,0.4172171950340271,1,positive
0.9669514894485474,0.0010422678897157311,0.025343775749206543,0.006662513129413128,1,positive
0.9425737857818604,0.0014723747735843062,0.045755621045827866,0.010198239237070084,1,positive
0.5180240273475647,0.033932823687791824,0.07378948479890823,0.37425369024276733,1,positive
0.1923704743385315,0.053623493760824203,0.5473467111587524,0.20665937662124634,3,neutral
0.42734816670417786,0.05348088964819908,0.23651042580604553,0.28266048431396484,1,positive
0.7558774948120117,0.02323419228196144,0.051122914999723434,0.1697654277086258,1,positive
0.09671950340270996,0.14197151362895966,0.14486601948738098,0.6164429783821106,4,other
0.011618600226938725,0.6275906562805176,0.0389791764318943,0.32181158661842346,2,negative
0.28744015097618103,0.06452161818742752,0.22385703027248383,0.424181193113327,4,other
0.7413149476051331,0.013242321088910103,0.09652556478977203,0.14891716837882996,1,positive
0.01965947262942791,0.38183486461639404,0.01882508024573326,0.5796805620193481,4,other
0.47766590118408203,0.0520138256251812,0.05491117760539055,0.4154091477394104,1,positive
0.48489439487457275,0.009900987148284912,0.46975669264793396,0.035447858273983,1,positive
0.7298150062561035,0.004323441069573164,0.25312304496765137,0.012738587334752083,1,positive
0.341965913772583,0.024932032451033592,0.5854464769363403,0.04765555262565613,3,neutral
0.24719330668449402,0.09690891951322556,0.44710731506347656,0.20879043638706207,3,neutral
0.297506719827652,0.009876285679638386,0.671836256980896,0.020780717954039574,3,neutral
0.04223904386162758,0.29267486929893494,0.06891415268182755,0.5961719751358032,4,other
0.8168477416038513,0.002845166716724634,0.16960567235946655,0.010701450519263744,1,positive
0.6715453863143921,0.024987507611513138,0.18405085802078247,0.11941628158092499,1,positive
0.3771126866340637,0.08443363755941391,0.2101120799779892,0.328341543674469,1,positive
